RespondentID,Task,Brand,Chosen,Influencer_Type,Platform,Follower_Count,Shared_pers_exp,Discount,choice,alt,id
R_85SoU5dW3QR8CzM,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_85SoU5dW3QR8CzM_Q5
R_24IuHFCTL0XDR52,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_24IuHFCTL0XDR52_Q5
R_24IuHFCTL0XDR52,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_24IuHFCTL0XDR52_Q5
R_8n3zyXPpRbHXD3S,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8n3zyXPpRbHXD3S_Q5
R_8n3zyXPpRbHXD3S,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8n3zyXPpRbHXD3S_Q5
R_2fiIx2h7rLXlMzG,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2fiIx2h7rLXlMzG_Q5
R_2fiIx2h7rLXlMzG,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2fiIx2h7rLXlMzG_Q5
R_8flXXLKCVtbKs5c,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8flXXLKCVtbKs5c_Q5
R_8flXXLKCVtbKs5c,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8flXXLKCVtbKs5c_Q5
R_2a9pKiLdYK8DjsQ,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2a9pKiLdYK8DjsQ_Q5
R_2a9pKiLdYK8DjsQ,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2a9pKiLdYK8DjsQ_Q5
R_2jjrLIinsHfIJat,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2jjrLIinsHfIJat_Q5
R_2jjrLIinsHfIJat,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2jjrLIinsHfIJat_Q5
R_2s0jSFmkoakog5L,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2s0jSFmkoakog5L_Q5
R_2s0jSFmkoakog5L,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2s0jSFmkoakog5L_Q5
R_25ZSVWt9QOBTSNK,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_25ZSVWt9QOBTSNK_Q5
R_25ZSVWt9QOBTSNK,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_25ZSVWt9QOBTSNK_Q5
R_2dj7XEtikA6yQLc,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2dj7XEtikA6yQLc_Q5
R_2dj7XEtikA6yQLc,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2dj7XEtikA6yQLc_Q5
R_8gMYxaQQQitX9n3,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8gMYxaQQQitX9n3_Q5
R_8gMYxaQQQitX9n3,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8gMYxaQQQitX9n3_Q5
R_8kZgpd5HasFqpVo,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8kZgpd5HasFqpVo_Q5
R_8kZgpd5HasFqpVo,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8kZgpd5HasFqpVo_Q5
R_8MMtdhcE8skoLTh,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8MMtdhcE8skoLTh_Q5
R_8MMtdhcE8skoLTh,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8MMtdhcE8skoLTh_Q5
R_2MDJaXU6rbtNXmK,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2MDJaXU6rbtNXmK_Q5
R_2MDJaXU6rbtNXmK,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2MDJaXU6rbtNXmK_Q5
R_8M6rfCYffkKn7bT,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8M6rfCYffkKn7bT_Q5
R_8M6rfCYffkKn7bT,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8M6rfCYffkKn7bT_Q5
R_8kprQmJHh8D5pFf,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8kprQmJHh8D5pFf_Q5
R_8kprQmJHh8D5pFf,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8kprQmJHh8D5pFf_Q5
R_8DqIfvDfmMRLnLd,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8DqIfvDfmMRLnLd_Q5
R_8DqIfvDfmMRLnLd,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8DqIfvDfmMRLnLd_Q5
R_2NUTDQqoogApsGj,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2NUTDQqoogApsGj_Q5
R_2NUTDQqoogApsGj,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2NUTDQqoogApsGj_Q5
R_238Qigp8G25q8I9,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_238Qigp8G25q8I9_Q5
R_238Qigp8G25q8I9,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_238Qigp8G25q8I9_Q5
R_278qZtw4k5w0HAx,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_278qZtw4k5w0HAx_Q5
R_278qZtw4k5w0HAx,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_278qZtw4k5w0HAx_Q5
R_8hdh7mcZyqhbQWZ,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8hdh7mcZyqhbQWZ_Q5
R_8hdh7mcZyqhbQWZ,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8hdh7mcZyqhbQWZ_Q5
R_2LFoZKtVS5PA52U,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2LFoZKtVS5PA52U_Q5
R_2LFoZKtVS5PA52U,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2LFoZKtVS5PA52U_Q5
R_2dFEprHqPiW9a46,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2dFEprHqPiW9a46_Q5
R_2dFEprHqPiW9a46,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2dFEprHqPiW9a46_Q5
R_2TWOxODMTmPOACJ,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2TWOxODMTmPOACJ_Q5
R_2TWOxODMTmPOACJ,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2TWOxODMTmPOACJ_Q5
R_8owibWe8rsSIt0w,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8owibWe8rsSIt0w_Q5
R_8owibWe8rsSIt0w,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8owibWe8rsSIt0w_Q5
R_25LUv5iISmzZlvn,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_25LUv5iISmzZlvn_Q5
R_25LUv5iISmzZlvn,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_25LUv5iISmzZlvn_Q5
R_2Dj8nZIdYeX12Dj,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2Dj8nZIdYeX12Dj_Q5
R_2Dj8nZIdYeX12Dj,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2Dj8nZIdYeX12Dj_Q5
R_2BPFQUCXFwoRh74,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2BPFQUCXFwoRh74_Q5
R_2BPFQUCXFwoRh74,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2BPFQUCXFwoRh74_Q5
R_2cckRCRUHacmOun,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2cckRCRUHacmOun_Q5
R_2cckRCRUHacmOun,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2cckRCRUHacmOun_Q5
R_80oUZgP9W4E8In4,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_80oUZgP9W4E8In4_Q5
R_80oUZgP9W4E8In4,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_80oUZgP9W4E8In4_Q5
R_8HuiPK9tJnisTHH,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8HuiPK9tJnisTHH_Q5
R_8HuiPK9tJnisTHH,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8HuiPK9tJnisTHH_Q5
R_8LLnANS3twgcd1Y,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8LLnANS3twgcd1Y_Q5
R_8LLnANS3twgcd1Y,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8LLnANS3twgcd1Y_Q5
R_2FxZzbulqGReUdm,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2FxZzbulqGReUdm_Q5
R_2FxZzbulqGReUdm,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2FxZzbulqGReUdm_Q5
R_8KdUD9JfcnI1t7k,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8KdUD9JfcnI1t7k_Q5
R_8KdUD9JfcnI1t7k,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8KdUD9JfcnI1t7k_Q5
R_20wnuvPjDz6ak3B,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_20wnuvPjDz6ak3B_Q5
R_20wnuvPjDz6ak3B,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_20wnuvPjDz6ak3B_Q5
R_8PtuxeKBzX77OI9,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8PtuxeKBzX77OI9_Q5
R_8PtuxeKBzX77OI9,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8PtuxeKBzX77OI9_Q5
R_8EA6p8VvR8W6wYo,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8EA6p8VvR8W6wYo_Q5
R_8EA6p8VvR8W6wYo,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8EA6p8VvR8W6wYo_Q5
R_2ZOaQXBrX1qxy5r,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2ZOaQXBrX1qxy5r_Q5
R_2ZOaQXBrX1qxy5r,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2ZOaQXBrX1qxy5r_Q5
R_2M5SPQtvJbpkJvb,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2M5SPQtvJbpkJvb_Q5
R_2M5SPQtvJbpkJvb,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2M5SPQtvJbpkJvb_Q5
R_8YPVxkoo4kTrMIa,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8YPVxkoo4kTrMIa_Q5
R_8YPVxkoo4kTrMIa,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8YPVxkoo4kTrMIa_Q5
R_2J2dXkJwlHHzeVj,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2J2dXkJwlHHzeVj_Q5
R_2J2dXkJwlHHzeVj,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2J2dXkJwlHHzeVj_Q5
R_2uCYFkk1UcozVnn,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2uCYFkk1UcozVnn_Q5
R_2uCYFkk1UcozVnn,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2uCYFkk1UcozVnn_Q5
R_8jyN4hB2I20Q4i5,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8jyN4hB2I20Q4i5_Q5
R_8jyN4hB2I20Q4i5,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8jyN4hB2I20Q4i5_Q5
R_2QEQU25NNpiTxjG,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2QEQU25NNpiTxjG_Q5
R_2QEQU25NNpiTxjG,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2QEQU25NNpiTxjG_Q5
R_81bwhhLDOPcTI5t,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_81bwhhLDOPcTI5t_Q5
R_81bwhhLDOPcTI5t,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_81bwhhLDOPcTI5t_Q5
R_2wPgM7lgLUFAUmJ,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2wPgM7lgLUFAUmJ_Q5
R_2wPgM7lgLUFAUmJ,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2wPgM7lgLUFAUmJ_Q5
R_89gDoA2Wa0ujDec,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_89gDoA2Wa0ujDec_Q5
R_89gDoA2Wa0ujDec,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_89gDoA2Wa0ujDec_Q5
R_814IEXcOBUQ6hn1,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_814IEXcOBUQ6hn1_Q5
R_814IEXcOBUQ6hn1,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_814IEXcOBUQ6hn1_Q5
R_8KoSO4w0XiwMQoZ,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8KoSO4w0XiwMQoZ_Q5
R_8KoSO4w0XiwMQoZ,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8KoSO4w0XiwMQoZ_Q5
R_8RcRzBoHX8hc02B,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8RcRzBoHX8hc02B_Q5
R_8RcRzBoHX8hc02B,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8RcRzBoHX8hc02B_Q5
R_2doyrHkDdN03tox,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2doyrHkDdN03tox_Q5
R_2doyrHkDdN03tox,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2doyrHkDdN03tox_Q5
R_8Pn76rnFHWiIwO5,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8Pn76rnFHWiIwO5_Q5
R_8Pn76rnFHWiIwO5,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8Pn76rnFHWiIwO5_Q5
R_2YlwLUMMqoveEb6,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2YlwLUMMqoveEb6_Q5
R_2YlwLUMMqoveEb6,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2YlwLUMMqoveEb6_Q5
R_8BrmpPMI6323ySF,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8BrmpPMI6323ySF_Q5
R_8BrmpPMI6323ySF,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8BrmpPMI6323ySF_Q5
R_8lcMrP8VNtgta0q,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8lcMrP8VNtgta0q_Q5
R_8lcMrP8VNtgta0q,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8lcMrP8VNtgta0q_Q5
R_8yhWZt8PjhPYfER,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8yhWZt8PjhPYfER_Q5
R_8yhWZt8PjhPYfER,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8yhWZt8PjhPYfER_Q5
R_2rDOZRvc2eCiOzj,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2rDOZRvc2eCiOzj_Q5
R_2rDOZRvc2eCiOzj,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2rDOZRvc2eCiOzj_Q5
R_2qEGQQvyI8JnlKY,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2qEGQQvyI8JnlKY_Q5
R_2qEGQQvyI8JnlKY,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2qEGQQvyI8JnlKY_Q5
R_80cyZIbtLWCsQhc,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_80cyZIbtLWCsQhc_Q5
R_80cyZIbtLWCsQhc,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_80cyZIbtLWCsQhc_Q5
R_20M974BSOpfdpJm,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_20M974BSOpfdpJm_Q5
R_20M974BSOpfdpJm,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_20M974BSOpfdpJm_Q5
R_2IhGVfRXMg2q11K,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2IhGVfRXMg2q11K_Q5
R_2IhGVfRXMg2q11K,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2IhGVfRXMg2q11K_Q5
R_2VmgpTTEU9CsCU9,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2VmgpTTEU9CsCU9_Q5
R_2VmgpTTEU9CsCU9,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2VmgpTTEU9CsCU9_Q5
R_8kw6DpuO6akgiL1,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8kw6DpuO6akgiL1_Q5
R_8kw6DpuO6akgiL1,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8kw6DpuO6akgiL1_Q5
R_8CDSOfwIxLBdVHS,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8CDSOfwIxLBdVHS_Q5
R_8CDSOfwIxLBdVHS,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8CDSOfwIxLBdVHS_Q5
R_4PCg0xo41HPjix6,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_4PCg0xo41HPjix6_Q5
R_4PCg0xo41HPjix6,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_4PCg0xo41HPjix6_Q5
R_2NxIMkwpbh4uE0v,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_2NxIMkwpbh4uE0v_Q5
R_2NxIMkwpbh4uE0v,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_2NxIMkwpbh4uE0v_Q5
R_8QFcyxNIVA1Xe2o,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8QFcyxNIVA1Xe2o_Q5
R_8QFcyxNIVA1Xe2o,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8QFcyxNIVA1Xe2o_Q5
R_8VpDJWyhlHZdtKO,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8VpDJWyhlHZdtKO_Q5
R_8VpDJWyhlHZdtKO,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8VpDJWyhlHZdtKO_Q5
R_8HLaxm0lpa01brX,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8HLaxm0lpa01brX_Q5
R_8HLaxm0lpa01brX,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8HLaxm0lpa01brX_Q5
R_2mr1ARmeHWwKTHX,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2mr1ARmeHWwKTHX_Q5
R_2mr1ARmeHWwKTHX,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2mr1ARmeHWwKTHX_Q5
R_83vTsfYdENP8Y9Z,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_83vTsfYdENP8Y9Z_Q5
R_83vTsfYdENP8Y9Z,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_83vTsfYdENP8Y9Z_Q5
R_25KM9izM9cRjaU8,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_25KM9izM9cRjaU8_Q5
R_25KM9izM9cRjaU8,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_25KM9izM9cRjaU8_Q5
R_2RwIzI6xMRVXo7P,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2RwIzI6xMRVXo7P_Q5
R_2RwIzI6xMRVXo7P,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2RwIzI6xMRVXo7P_Q5
R_8jOgDYvXKXiR8bQ,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8jOgDYvXKXiR8bQ_Q5
R_8jOgDYvXKXiR8bQ,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8jOgDYvXKXiR8bQ_Q5
R_2QLp51ci2MHtFhS,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2QLp51ci2MHtFhS_Q5
R_2QLp51ci2MHtFhS,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2QLp51ci2MHtFhS_Q5
R_8HZGDvNEe4xWhz0,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8HZGDvNEe4xWhz0_Q5
R_8HZGDvNEe4xWhz0,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8HZGDvNEe4xWhz0_Q5
R_2QKJ2Qbk5PeQCjv,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2QKJ2Qbk5PeQCjv_Q5
R_2QKJ2Qbk5PeQCjv,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2QKJ2Qbk5PeQCjv_Q5
R_8COh6aecAV5F6UI,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8COh6aecAV5F6UI_Q5
R_8COh6aecAV5F6UI,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8COh6aecAV5F6UI_Q5
R_24Cqkt4q4dzXz1f,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_24Cqkt4q4dzXz1f_Q5
R_24Cqkt4q4dzXz1f,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_24Cqkt4q4dzXz1f_Q5
R_8U79X6k0mjFP1Lj,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8U79X6k0mjFP1Lj_Q5
R_8U79X6k0mjFP1Lj,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8U79X6k0mjFP1Lj_Q5
R_84wpDA0PY9o0gfH,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_84wpDA0PY9o0gfH_Q5
R_84wpDA0PY9o0gfH,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_84wpDA0PY9o0gfH_Q5
R_8JmlJPmsTDQHXg7,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8JmlJPmsTDQHXg7_Q5
R_8JmlJPmsTDQHXg7,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8JmlJPmsTDQHXg7_Q5
R_2CKJX7kbxvTkCN9,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2CKJX7kbxvTkCN9_Q5
R_2CKJX7kbxvTkCN9,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2CKJX7kbxvTkCN9_Q5
R_8gSH5wOvI6p44R0,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8gSH5wOvI6p44R0_Q5
R_8gSH5wOvI6p44R0,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8gSH5wOvI6p44R0_Q5
R_8KlhaFGBOmZlCP7,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8KlhaFGBOmZlCP7_Q5
R_8KlhaFGBOmZlCP7,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8KlhaFGBOmZlCP7_Q5
R_2f2V2iNPNMSnoUV,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2f2V2iNPNMSnoUV_Q5
R_2f2V2iNPNMSnoUV,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2f2V2iNPNMSnoUV_Q5
R_2aJOumSbxZn6wPL,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2aJOumSbxZn6wPL_Q5
R_2aJOumSbxZn6wPL,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2aJOumSbxZn6wPL_Q5
R_2ASgGE1mjAdW1T5,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2ASgGE1mjAdW1T5_Q5
R_2ASgGE1mjAdW1T5,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2ASgGE1mjAdW1T5_Q5
R_2Eyvo3tHtuog7gY,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2Eyvo3tHtuog7gY_Q5
R_2Eyvo3tHtuog7gY,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2Eyvo3tHtuog7gY_Q5
R_2sdBUzsUurPfTGK,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_2sdBUzsUurPfTGK_Q5
R_2sdBUzsUurPfTGK,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_2sdBUzsUurPfTGK_Q5
R_8YXOY9cvNOrs4pz,Q5,A,0,Cosmetologist,Instagram,195K,No,No,FALSE,A,R_8YXOY9cvNOrs4pz_Q5
R_8YXOY9cvNOrs4pz,Q5,B,1,Beauty Influence,Instagram,195K,Positive,10%,TRUE,B,R_8YXOY9cvNOrs4pz_Q5
R_82mzychTsKMSuvS,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_82mzychTsKMSuvS_Q5
R_82mzychTsKMSuvS,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_82mzychTsKMSuvS_Q5
R_8LO26I6sOZo4XJ4,Q5,A,1,Cosmetologist,Instagram,195K,No,No,TRUE,A,R_8LO26I6sOZo4XJ4_Q5
R_8LO26I6sOZo4XJ4,Q5,B,0,Beauty Influence,Instagram,195K,Positive,10%,FALSE,B,R_8LO26I6sOZo4XJ4_Q5
