StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-16 19:21:19,2025-06-16 19:23:47,IP Address,109.53.134.20,100,148,True,2025-06-16 19:23:47,R_20O9SHNiQitPNzq,,,,,45.0105,7.8213,anonymous,EN,Yes,Instagram,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,4 = Very,4 = Very,4 = Very,4 = Very,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,5,Female,25-34,Italian,Employed full-time
2025-06-16 19:16:09,2025-06-16 19:24:08,IP Address,78.208.60.62,100,478,True,2025-06-16 19:24:08,R_2IpmHSwX3jCfyvr,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,3 = Sometimes,3 = Sometimes,5 = Very Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,35-44,Italian,Employed full-time
2025-06-16 19:23:41,2025-06-16 19:24:58,IP Address,109.54.172.11,100,77,True,2025-06-16 19:24:59,R_8JCT4rMgKS2rXK7,,,,,44.0545,12.5686,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16 19:22:32,2025-06-16 19:28:48,IP Address,151.20.50.187,100,376,True,2025-06-16 19:28:50,R_2aLBqmUH9zQPBVo,,,,,45.4722,9.1922,anonymous,EN,Yes,Other,1 = Never,3 = Sometimes,2 = Rarely,1 = Never,2 = Rarely,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,1 = Strongly Disagree,6,Female,45-54,Italian,Employed full-time
2025-06-16 19:33:24,2025-06-16 19:33:36,IP Address,93.70.87.42,100,11,True,2025-06-16 19:33:36,R_8riYgoA9ZM6JjdL,,,,,44.4847,11.328,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16 19:39:08,2025-06-16 19:48:40,IP Address,151.44.190.112,100,571,True,2025-06-16 19:48:40,R_28Ig6f2udTgVaYW,,,,,40.4617,17.2436,anonymous,EN,Yes,"Traditional media (TV, radio, newspapers, magazines)",1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,1 = Never,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,4 = Very,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,5,Non-Binary / Other,45-54,Italian,Employed full-time
2025-06-16 19:57:17,2025-06-16 20:01:15,IP Address,92.64.243.191,100,238,True,2025-06-16 20:01:16,R_8E5Kb2I1d81tTye,,,,,51.6353,4.8563,anonymous,EN,Yes,TikTok,5 = Very Frequently,3 = Sometimes,4 = Frequently,1 = Never,4 = Frequently,2 = Rarely,5 = Daily or more,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,2,Female,25-34,Greek,Student
2025-06-16 20:08:00,2025-06-16 20:08:36,IP Address,151.44.137.13,100,36,True,2025-06-16 20:08:36,R_2EWoeirGr1DxhlE,,,,,41.0459,16.924,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16 20:31:45,2025-06-16 20:35:13,IP Address,93.66.98.20,100,208,True,2025-06-16 20:35:14,R_2YSyaE3G8jjxwrI,,,,,45.4722,9.1922,anonymous,EN,Yes,Friends or family recommendation,1 = Never,3 = Sometimes,2 = Rarely,2 = Rarely,5 = Very Frequently,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,5 = Strongly Agree,2,Female,18-24,Italian,Employed full-time
2025-06-16 20:36:09,2025-06-16 20:37:21,IP Address,62.18.166.122,100,71,True,2025-06-16 20:37:21,R_8fcGKkxxoNIRre0,,,,,40.8449,14.2716,anonymous,EN,Yes,Instagram,3 = Sometimes,2 = Rarely,4 = Frequently,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = 1–2 times per month,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,3 = Moderately,2 = Slightly,4 = Very,4 = Very,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Prefer not to say,18-24,Italian,Student
2025-06-16 20:52:23,2025-06-16 20:57:40,IP Address,2.44.139.91,100,316,True,2025-06-16 20:57:40,R_8occPhMACjWBH0J,,,,,37.4925,15.0701,anonymous,EN,Yes,Friends or family recommendation,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,1 = Never,4 = Frequently,4 = Frequently,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,3 = Moderately,4 = Very,5 = Completely,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,7 = Strong Preference for Brand B,Female,18-24,Italian,Student
2025-06-16 21:00:46,2025-06-16 21:02:24,IP Address,104.28.60.94,100,97,True,2025-06-16 21:02:24,R_827n8bm76OY7SPn,,,,,41.1122,16.8547,anonymous,EN,Yes,TikTok,4 = Frequently,3 = Sometimes,4 = Frequently,5 = Very Frequently,4 = Frequently,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,5 = Completely,4 = Very,4 = Very,5 = Completely,5 = It makes me see the product as a great deal,5 = Strongly Agree,7 = Strong Preference for Brand B,Male,18-24,Italian,Student
2025-06-16 21:03:30,2025-06-16 21:05:05,IP Address,83.225.3.88,100,94,True,2025-06-16 21:05:05,R_2TvLmztxPVIkyIH,,,,,38.1105,15.6613,anonymous,EN,Yes,Friends or family recommendation,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand B,Brand A,Brand B,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,3 = Moderately,3 = Moderately,5 = It makes me see the product as a great deal,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-16 21:03:06,2025-06-16 21:05:31,IP Address,80.104.110.224,100,145,True,2025-06-16 21:05:31,R_80BgoOYtEz6CQZV,,,,,37.6069,15.1643,anonymous,EN,Yes,TikTok,2 = Rarely,3 = Sometimes,4 = Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,5 = Completely,3 = Moderately,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,2 = Disagree,5,Female,Under 18,Bosnian,Student
2025-06-16 21:03:20,2025-06-16 21:05:50,IP Address,5.91.226.156,100,150,True,2025-06-16 21:05:51,R_2IYQU42RgobhwpX,,,,,37.4925,15.0701,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",4 = Frequently,2 = Rarely,4 = Frequently,4 = Frequently,4 = Frequently,2 = Rarely,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,3 = Moderately,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,4,Non-Binary / Other,18-24,Italian,Self-employed
2025-06-16 21:03:22,2025-06-16 21:06:25,IP Address,5.91.108.253,100,183,True,2025-06-16 21:06:25,R_20rb6IQMmZYALt6,,,,,41.0466,14.341,anonymous,EN,Yes,Instagram,1 = Never,2 = Rarely,4 = Frequently,3 = Sometimes,4 = Frequently,3 = Sometimes,2 = Less than once a month,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand A,3 = Moderately,3 = Moderately,2 = Slightly,3 = Moderately,5 = It makes me see the product as a great deal,4 = Agree,2,Non-Binary / Other,Under 18,Italian,Student
2025-06-16 21:08:51,2025-06-16 21:09:21,IP Address,78.210.200.28,100,30,True,2025-06-16 21:09:21,R_2KIMMEwL1syJ9BS,,,,,43.1479,12.1097,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16 21:09:13,2025-06-16 21:09:27,IP Address,87.16.56.37,100,13,True,2025-06-16 21:09:27,R_2XpUE1kXYDMofR3,,,,,44.4847,11.328,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16 21:08:38,2025-06-16 21:14:12,IP Address,5.90.29.87,100,333,True,2025-06-16 21:14:13,R_225CFME6txUHI99,,,,,41.1122,16.8547,anonymous,EN,Yes,TikTok,5 = Very Frequently,4 = Frequently,2 = Rarely,1 = Never,4 = Frequently,4 = Frequently,1 =  Never,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,2 = Slightly,4 = It makes me see the product as a good deal,4 = Agree,3,Female,18-24,Italian,Student
2025-06-16 21:11:10,2025-06-16 21:15:05,IP Address,87.1.113.4,100,234,True,2025-06-16 21:15:05,R_2pO80H5SIWZoqXf,,,,,37.6069,15.1643,anonymous,EN,Yes,TikTok,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,2 = Rarely,5 = Very Frequently,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Student
2025-06-16 21:12:11,2025-06-16 21:15:24,IP Address,151.44.163.244,100,192,True,2025-06-16 21:15:24,R_8z7gmXUuaQ1gwz7,,,,,41.1122,16.8547,anonymous,EN,Yes,In-store discovery,3 = Sometimes,3 = Sometimes,2 = Rarely,1 = Never,2 = Rarely,4 = Frequently,4 = 1–2 times per week,Brand B,Brand B,Brand B,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,18-24,Italian,Student
2025-06-16 21:11:11,2025-06-16 21:16:03,IP Address,87.1.113.4,100,291,True,2025-06-16 21:16:03,R_27Qq8zBrLty828p,,,,,37.6069,15.1643,anonymous,EN,Yes,In-store discovery,5 = Very Frequently,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,5 = Very Frequently,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,18-24,Italian,Student
2025-06-16 21:09:51,2025-06-16 21:16:27,IP Address,78.210.200.28,100,396,True,2025-06-16 21:16:27,R_2CwE935txkPxQBq,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,4 = Frequently,5 = Very Frequently,1 = Never,2 = Rarely,4 = Frequently,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,4 = Very,3 = Moderately,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,18-24,Italian,Student
2025-06-16 21:15:15,2025-06-16 21:17:29,IP Address,151.19.210.164,100,134,True,2025-06-16 21:17:29,R_2iaGSFFZUh8aLY0,,,,,38.1302,13.329,anonymous,EN,Yes,TikTok,5 = Very Frequently,5 = Very Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,1 = Never,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,4,Female,18-24,Italian,Student
2025-06-16 21:10:37,2025-06-16 21:17:38,IP Address,79.44.44.60,100,421,True,2025-06-16 21:17:38,R_8JkMOpMbJV5VDdI,,,,,37.4925,15.0701,anonymous,EN,Yes,In-store discovery,5 = Very Frequently,5 = Very Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,3,Female,18-24,Italian,Student
2025-06-16 21:16:58,2025-06-16 21:18:31,IP Address,2.44.139.91,100,92,True,2025-06-16 21:18:31,R_8YTI7leeBey0WoV,,,,,37.4925,15.0701,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",5 = Very Frequently,1 = Never,4 = Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,2 = Less than once a month,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,2 = Slightly,2 = Slightly,2 = Slightly,4 = Very,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,55-64,Italian,Employed full-time
2025-06-16 21:19:01,2025-06-16 21:20:14,IP Address,2.44.139.91,100,72,True,2025-06-16 21:20:14,R_2EFVNEOP4IYyXfP,,,,,37.4925,15.0701,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,2 = Less than once a month,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,3 = Moderately,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,6,Male,55-64,Italian,Employed full-time
2025-06-16 21:15:27,2025-06-16 21:23:27,IP Address,79.46.97.65,100,479,True,2025-06-16 21:23:27,R_8DSwoMBvNikheOv,,,,,37.8801,14.9493,anonymous,EN,Yes,TikTok,5 = Very Frequently,3 = Sometimes,2 = Rarely,1 = Never,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,4 = Very,4 = It makes me see the product as a good deal,5 = Strongly Agree,3,Female,18-24,Italian,Student
2025-06-16 21:33:36,2025-06-16 21:36:51,IP Address,151.35.201.48,100,194,True,2025-06-16 21:36:51,R_89ohOdoaULrfE7y,,,,,39.2302,9.121,anonymous,EN,Yes,TikTok,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-16 21:39:01,2025-06-16 21:43:31,IP Address,151.44.161.50,100,270,True,2025-06-16 21:43:32,R_2KNot3VB8VYiAji,,,,,41.1122,16.8547,anonymous,EN,Yes,TikTok,4 = Frequently,4 = Frequently,1 = Never,1 = Never,4 = Frequently,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Student
2025-06-16 21:52:10,2025-06-16 21:55:15,IP Address,37.102.77.180,100,184,True,2025-06-16 21:55:15,R_2QQYVksUHR0z5le,,,,,37.7214,15.1839,anonymous,EN,Yes,TikTok,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-16 21:51:22,2025-06-16 21:56:37,IP Address,5.91.160.213,100,314,True,2025-06-16 21:56:37,R_2rlabr0UEKR95HD,,,,,40.6421,15.8079,anonymous,EN,Yes,Instagram,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,3 = 1–2 times per month,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,35-44,Italian,Self-employed
2025-06-16 21:52:36,2025-06-16 21:56:52,IP Address,217.121.161.171,100,256,True,2025-06-16 21:56:53,R_8pSWoh0m3eKsGiQ,,,,,51.9605,4.5101,anonymous,EN,Yes,In-store discovery,1 = Never,3 = Sometimes,2 = Rarely,2 = Rarely,4 = Frequently,4 = Frequently,1 =  Never,Brand A,Brand B,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,2 = Slightly,3 = Moderately,4 = Very,3 = Moderately,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Other
2025-06-16 21:59:31,2025-06-16 22:04:16,IP Address,83.225.11.135,100,285,True,2025-06-16 22:04:16,R_2dhlO5kcEGPg1fW,,,,,38.1105,15.6613,anonymous,EN,Yes,Instagram,4 = Frequently,4 = Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,1 =  Never,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,1 = Strong Preference for Brand A,Male,45-54,Italian,Self-employed
2025-06-16 22:01:00,2025-06-16 22:07:24,IP Address,178.84.19.207,100,384,True,2025-06-16 22:07:25,R_29bw0SGEEZsweCU,,,,,52.3796,4.8778,anonymous,EN,Yes,TikTok,4 = Frequently,4 = Frequently,3 = Sometimes,1 = Never,3 = Sometimes,2 = Rarely,4 = 1–2 times per week,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-16 22:07:01,2025-06-16 22:12:22,IP Address,93.70.87.42,100,320,True,2025-06-16 22:12:22,R_8gRvw0t4Z7V4ARq,,,,,44.4847,11.328,anonymous,EN,Yes,TikTok,2 = Rarely,2 = Rarely,1 = Never,1 = Never,4 = Frequently,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,18-24,Italian,Student
2025-06-16 22:06:31,2025-06-16 22:13:25,IP Address,151.46.159.223,100,414,True,2025-06-16 22:13:26,R_8FrWLz1zJ1Kc8Ul,,,,,41.1122,16.8547,anonymous,EN,Yes,Friends or family recommendation,1 = Never,3 = Sometimes,3 = Sometimes,3 = Sometimes,2 = Rarely,2 = Rarely,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Male,45-54,Italian,Employed full-time
2025-06-16 22:08:39,2025-06-16 22:19:08,IP Address,83.225.11.136,100,628,True,2025-06-16 22:19:08,R_2ZK8g4igxJB7qCZ,,,,,38.1105,15.6613,anonymous,EN,Yes,TikTok,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,3 = Moderately,3 = Moderately,3 = Moderately,3 = Moderately,2 = It makes me see the product as slightly less valuable,2 = Disagree,2,Female,25-34,Italian,Unemployed
2025-06-16 22:33:26,2025-06-16 22:38:47,IP Address,176.201.172.93,100,321,True,2025-06-16 22:38:47,R_2gT4PLAbptGjo4h,,,,,40.8449,14.2716,anonymous,EN,Yes,TikTok,4 = Frequently,4 = Frequently,2 = Rarely,1 = Never,3 = Sometimes,3 = Sometimes,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,2,Female,25-34,Italian,Student
2025-06-16 22:40:09,2025-06-16 22:44:52,IP Address,93.151.177.129,100,283,True,2025-06-16 22:44:53,R_2JPCH1YQjNqjWUE,,,,,40.4342,18.0368,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",5 = Very Frequently,4 = Frequently,2 = Rarely,1 = Never,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,18-24,Italian,Student
